Name,FileSource,Secondary,Storage,Bus,VolumeGroup,DuckGroup,Duck,ReverbSend,CenterSend,VolMin,VolMax,DistMin,DistMaxDry,DistMaxWet,DryMinCurve,DryMaxCurve,WetMinCurve,WetMaxCurve,LimitCount,EntityLimitCount,LimitType,EntityLimitType,PitchMin,PitchMax,PriorityMin,PriorityMax,PriorityThresholdMin,PriorityThresholdMax,PanType,Pan,Looping,RandomizeType,Probability,StartDelay,EnvelopMin,EnvelopMax,EnvelopPercent,OcclusionLevel,IsBig,DistanceLpf,FluxType,FluxTime,Subtitle,Doppler,ContextType,ContextValue,Timescale,IsMusic,IsCinematic,FadeIn,FadeOut,Pauseable,StopOnEntDeath,StopOnPlay,DopplerScale,FutzPatch,VoiceLimit,IgnoreMaxDist,NeverPlayTwice
fly_step_prone_plr_glass,raw\sound\fly\footsteps\prone\drag\drag_01.LN65.pc.snd.wav,,loaded,bus_fx,grp_foley,snp_foley,,60,0,60,63,0,5000,5000,allon,default,allon,default,2,8,oldest,oldest,-80,70,70,70,0,1,2d,front,nonlooping,,1,0,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_step_prone_plr_glass,raw\sound\fly\footsteps\prone\drag\drag_02.LN65.pc.snd.wav,,loaded,bus_fx,grp_foley,snp_foley,,60,0,60,63,0,5000,5000,allon,default,allon,default,2,8,oldest,oldest,-80,70,70,70,0,1,2d,front,nonlooping,,1,0,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_step_prone_plr_grass,raw\sound\fly\footsteps\prone\drag\drag_00.LN65.pc.snd.wav,,loaded,bus_fx,grp_foley,snp_foley,,60,0,60,63,0,5000,5000,allon,default,allon,default,2,8,oldest,oldest,-80,70,70,70,0,1,2d,front,nonlooping,,1,0,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_step_prone_plr_grass,raw\sound\fly\footsteps\prone\drag\drag_01.LN65.pc.snd.wav,,loaded,bus_fx,grp_foley,snp_foley,,60,0,60,63,0,5000,5000,allon,default,allon,default,2,8,oldest,oldest,-80,70,70,70,0,1,2d,front,nonlooping,,1,0,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_step_prone_plr_grass,raw\sound\fly\footsteps\prone\drag\drag_02.LN65.pc.snd.wav,,loaded,bus_fx,grp_foley,snp_foley,,60,0,60,63,0,5000,5000,allon,default,allon,default,2,8,oldest,oldest,-80,70,70,70,0,1,2d,front,nonlooping,,1,0,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_step_prone_plr_gravel,raw\sound\fly\footsteps\prone\drag\drag_00.LN65.pc.snd.wav,,loaded,bus_fx,grp_foley,snp_foley,,60,0,60,63,0,5000,5000,allon,default,allon,default,2,8,oldest,oldest,-80,70,70,70,0,1,2d,front,nonlooping,,1,0,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_step_prone_plr_gravel,raw\sound\fly\footsteps\prone\drag\drag_01.LN65.pc.snd.wav,,loaded,bus_fx,grp_foley,snp_foley,,60,0,60,63,0,5000,5000,allon,default,allon,default,2,8,oldest,oldest,-80,70,70,70,0,1,2d,front,nonlooping,,1,0,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_step_prone_plr_gravel,raw\sound\fly\footsteps\prone\drag\drag_02.LN65.pc.snd.wav,,loaded,bus_fx,grp_foley,snp_foley,,60,0,60,63,0,5000,5000,allon,default,allon,default,2,8,oldest,oldest,-80,70,70,70,0,1,2d,front,nonlooping,,1,0,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_step_prone_plr_ice,raw\sound\fly\footsteps\prone\drag\drag_00.LN65.pc.snd.wav,,loaded,bus_fx,grp_foley,snp_foley,,60,0,60,63,0,5000,5000,allon,default,allon,default,2,8,oldest,oldest,-80,70,70,70,0,1,2d,front,nonlooping,,1,0,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_step_prone_plr_ice,raw\sound\fly\footsteps\prone\drag\drag_01.LN65.pc.snd.wav,,loaded,bus_fx,grp_foley,snp_foley,,60,0,60,63,0,5000,5000,allon,default,allon,default,2,8,oldest,oldest,-80,70,70,70,0,1,2d,front,nonlooping,,1,0,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_step_prone_plr_ice,raw\sound\fly\footsteps\prone\drag\drag_02.LN65.pc.snd.wav,,loaded,bus_fx,grp_foley,snp_foley,,60,0,60,63,0,5000,5000,allon,default,allon,default,2,8,oldest,oldest,-80,70,70,70,0,1,2d,front,nonlooping,,1,0,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_step_prone_plr_metal,raw\sound\fly\footsteps\prone\drag\drag_00.LN65.pc.snd.wav,,loaded,bus_fx,grp_foley,snp_foley,,60,0,60,63,0,5000,5000,allon,default,allon,default,2,8,oldest,oldest,-80,70,70,70,0,1,2d,front,nonlooping,,1,0,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_step_prone_plr_metal,raw\sound\fly\footsteps\prone\drag\drag_01.LN65.pc.snd.wav,,loaded,bus_fx,grp_foley,snp_foley,,60,0,60,63,0,5000,5000,allon,default,allon,default,2,8,oldest,oldest,-80,70,70,70,0,1,2d,front,nonlooping,,1,0,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_step_prone_plr_metal,raw\sound\fly\footsteps\prone\drag\drag_02.LN65.pc.snd.wav,,loaded,bus_fx,grp_foley,snp_foley,,60,0,60,63,0,5000,5000,allon,default,allon,default,2,8,oldest,oldest,-80,70,70,70,0,1,2d,front,nonlooping,,1,0,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_step_prone_plr_mud,raw\sound\fly\footsteps\prone\drag\drag_00.LN65.pc.snd.wav,,loaded,bus_fx,grp_foley,snp_foley,,60,0,60,63,0,5000,5000,allon,default,allon,default,2,8,oldest,oldest,-80,70,70,70,0,1,2d,front,nonlooping,,1,0,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_step_prone_plr_mud,raw\sound\fly\footsteps\prone\drag\drag_01.LN65.pc.snd.wav,,loaded,bus_fx,grp_foley,snp_foley,,60,0,60,63,0,5000,5000,allon,default,allon,default,2,8,oldest,oldest,-80,70,70,70,0,1,2d,front,nonlooping,,1,0,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_step_prone_plr_mud,raw\sound\fly\footsteps\prone\drag\drag_02.LN65.pc.snd.wav,,loaded,bus_fx,grp_foley,snp_foley,,60,0,60,63,0,5000,5000,allon,default,allon,default,2,8,oldest,oldest,-80,70,70,70,0,1,2d,front,nonlooping,,1,0,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_step_prone_plr_paintedmetal,raw\sound\fly\footsteps\prone\drag\drag_00.LN65.pc.snd.wav,,loaded,bus_fx,grp_foley,snp_foley,,60,0,60,63,0,5000,5000,allon,default,allon,default,2,8,oldest,oldest,-80,70,70,70,0,1,2d,front,nonlooping,,1,0,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_step_prone_plr_paintedmetal,raw\sound\fly\footsteps\prone\drag\drag_01.LN65.pc.snd.wav,,loaded,bus_fx,grp_foley,snp_foley,,60,0,60,63,0,5000,5000,allon,default,allon,default,2,8,oldest,oldest,-80,70,70,70,0,1,2d,front,nonlooping,,1,0,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_step_prone_plr_paintedmetal,raw\sound\fly\footsteps\prone\drag\drag_02.LN65.pc.snd.wav,,loaded,bus_fx,grp_foley,snp_foley,,60,0,60,63,0,5000,5000,allon,default,allon,default,2,8,oldest,oldest,-80,70,70,70,0,1,2d,front,nonlooping,,1,0,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_step_prone_plr_paper,raw\sound\fly\footsteps\prone\drag\drag_00.LN65.pc.snd.wav,,loaded,bus_fx,grp_foley,snp_foley,,60,0,60,63,0,5000,5000,allon,default,allon,default,2,8,oldest,oldest,-80,70,70,70,0,1,2d,front,nonlooping,,1,0,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_step_prone_plr_paper,raw\sound\fly\footsteps\prone\drag\drag_01.LN65.pc.snd.wav,,loaded,bus_fx,grp_foley,snp_foley,,60,0,60,63,0,5000,5000,allon,default,allon,default,2,8,oldest,oldest,-80,70,70,70,0,1,2d,front,nonlooping,,1,0,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_step_prone_plr_paper,raw\sound\fly\footsteps\prone\drag\drag_02.LN65.pc.snd.wav,,loaded,bus_fx,grp_foley,snp_foley,,60,0,60,63,0,5000,5000,allon,default,allon,default,2,8,oldest,oldest,-80,70,70,70,0,1,2d,front,nonlooping,,1,0,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_step_prone_plr_plaster,raw\sound\fly\footsteps\prone\drag\drag_00.LN65.pc.snd.wav,,loaded,bus_fx,grp_foley,snp_foley,,60,0,60,63,0,5000,5000,allon,default,allon,default,2,8,oldest,oldest,-80,70,70,70,0,1,2d,front,nonlooping,,1,0,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_step_prone_plr_plaster,raw\sound\fly\footsteps\prone\drag\drag_01.LN65.pc.snd.wav,,loaded,bus_fx,grp_foley,snp_foley,,60,0,60,63,0,5000,5000,allon,default,allon,default,2,8,oldest,oldest,-80,70,70,70,0,1,2d,front,nonlooping,,1,0,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_step_prone_plr_plaster,raw\sound\fly\footsteps\prone\drag\drag_02.LN65.pc.snd.wav,,loaded,bus_fx,grp_foley,snp_foley,,60,0,60,63,0,5000,5000,allon,default,allon,default,2,8,oldest,oldest,-80,70,70,70,0,1,2d,front,nonlooping,,1,0,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_step_prone_plr_plastic,raw\sound\fly\footsteps\prone\drag\drag_00.LN65.pc.snd.wav,,loaded,bus_fx,grp_foley,snp_foley,,60,0,60,63,0,5000,5000,allon,default,allon,default,2,8,oldest,oldest,-80,70,70,70,0,1,2d,front,nonlooping,,1,0,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_step_prone_plr_plastic,raw\sound\fly\footsteps\prone\drag\drag_01.LN65.pc.snd.wav,,loaded,bus_fx,grp_foley,snp_foley,,60,0,60,63,0,5000,5000,allon,default,allon,default,2,8,oldest,oldest,-80,70,70,70,0,1,2d,front,nonlooping,,1,0,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_step_prone_plr_plastic,raw\sound\fly\footsteps\prone\drag\drag_02.LN65.pc.snd.wav,,loaded,bus_fx,grp_foley,snp_foley,,60,0,60,63,0,5000,5000,allon,default,allon,default,2,8,oldest,oldest,-80,70,70,70,0,1,2d,front,nonlooping,,1,0,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_step_prone_plr_rock,raw\sound\fly\footsteps\prone\drag\drag_00.LN65.pc.snd.wav,,loaded,bus_fx,grp_foley,snp_foley,,60,0,60,63,0,5000,5000,allon,default,allon,default,2,8,oldest,oldest,-80,70,70,70,0,1,2d,front,nonlooping,,1,0,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_step_prone_plr_rock,raw\sound\fly\footsteps\prone\drag\drag_01.LN65.pc.snd.wav,,loaded,bus_fx,grp_foley,snp_foley,,60,0,60,63,0,5000,5000,allon,default,allon,default,2,8,oldest,oldest,-80,70,70,70,0,1,2d,front,nonlooping,,1,0,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_step_prone_plr_rock,raw\sound\fly\footsteps\prone\drag\drag_02.LN65.pc.snd.wav,,loaded,bus_fx,grp_foley,snp_foley,,60,0,60,63,0,5000,5000,allon,default,allon,default,2,8,oldest,oldest,-80,70,70,70,0,1,2d,front,nonlooping,,1,0,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_step_prone_plr_rubber,raw\sound\fly\footsteps\prone\drag\drag_00.LN65.pc.snd.wav,,loaded,bus_fx,grp_foley,snp_foley,,60,0,60,63,0,5000,5000,allon,default,allon,default,2,8,oldest,oldest,-80,70,70,70,0,1,2d,front,nonlooping,,1,0,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_step_prone_plr_rubber,raw\sound\fly\footsteps\prone\drag\drag_01.LN65.pc.snd.wav,,loaded,bus_fx,grp_foley,snp_foley,,60,0,60,63,0,5000,5000,allon,default,allon,default,2,8,oldest,oldest,-80,70,70,70,0,1,2d,front,nonlooping,,1,0,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_step_prone_plr_rubber,raw\sound\fly\footsteps\prone\drag\drag_02.LN65.pc.snd.wav,,loaded,bus_fx,grp_foley,snp_foley,,60,0,60,63,0,5000,5000,allon,default,allon,default,2,8,oldest,oldest,-80,70,70,70,0,1,2d,front,nonlooping,,1,0,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_step_prone_plr_sand,raw\sound\fly\footsteps\prone\drag\drag_00.LN65.pc.snd.wav,,loaded,bus_fx,grp_foley,snp_foley,,60,0,60,63,0,5000,5000,allon,default,allon,default,2,8,oldest,oldest,-80,70,70,70,0,1,2d,front,nonlooping,,1,0,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_step_prone_plr_sand,raw\sound\fly\footsteps\prone\drag\drag_01.LN65.pc.snd.wav,,loaded,bus_fx,grp_foley,snp_foley,,60,0,60,63,0,5000,5000,allon,default,allon,default,2,8,oldest,oldest,-80,70,70,70,0,1,2d,front,nonlooping,,1,0,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_step_prone_plr_sand,raw\sound\fly\footsteps\prone\drag\drag_02.LN65.pc.snd.wav,,loaded,bus_fx,grp_foley,snp_foley,,60,0,60,63,0,5000,5000,allon,default,allon,default,2,8,oldest,oldest,-80,70,70,70,0,1,2d,front,nonlooping,,1,0,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_step_prone_plr_snow,raw\sound\fly\footsteps\prone\drag\drag_00.LN65.pc.snd.wav,,loaded,bus_fx,grp_foley,snp_foley,,60,0,60,63,0,5000,5000,allon,default,allon,default,2,8,oldest,oldest,-80,70,70,70,0,1,2d,front,nonlooping,,1,0,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_step_prone_plr_snow,raw\sound\fly\footsteps\prone\drag\drag_01.LN65.pc.snd.wav,,loaded,bus_fx,grp_foley,snp_foley,,60,0,60,63,0,5000,5000,allon,default,allon,default,2,8,oldest,oldest,-80,70,70,70,0,1,2d,front,nonlooping,,1,0,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_step_prone_plr_snow,raw\sound\fly\footsteps\prone\drag\drag_02.LN65.pc.snd.wav,,loaded,bus_fx,grp_foley,snp_foley,,60,0,60,63,0,5000,5000,allon,default,allon,default,2,8,oldest,oldest,-80,70,70,70,0,1,2d,front,nonlooping,,1,0,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_step_prone_plr_water,raw\sound\fly\footsteps\prone\drag\drag_00.LN65.pc.snd.wav,,loaded,bus_fx,grp_foley,snp_foley,,60,0,60,63,0,5000,5000,allon,default,allon,default,2,8,oldest,oldest,-80,70,70,70,0,1,2d,front,nonlooping,,1,0,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_step_prone_plr_water,raw\sound\fly\footsteps\prone\drag\drag_01.LN65.pc.snd.wav,,loaded,bus_fx,grp_foley,snp_foley,,60,0,60,63,0,5000,5000,allon,default,allon,default,2,8,oldest,oldest,-80,70,70,70,0,1,2d,front,nonlooping,,1,0,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_step_prone_plr_water,raw\sound\fly\footsteps\prone\drag\drag_02.LN65.pc.snd.wav,,loaded,bus_fx,grp_foley,snp_foley,,60,0,60,63,0,5000,5000,allon,default,allon,default,2,8,oldest,oldest,-80,70,70,70,0,1,2d,front,nonlooping,,1,0,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_step_prone_plr_wood,raw\sound\fly\footsteps\prone\drag\drag_00.LN65.pc.snd.wav,,loaded,bus_fx,grp_foley,snp_foley,,60,0,60,63,0,5000,5000,allon,default,allon,default,2,8,oldest,oldest,-80,70,70,70,0,1,2d,front,nonlooping,,1,0,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_step_prone_plr_wood,raw\sound\fly\footsteps\prone\drag\drag_01.LN65.pc.snd.wav,,loaded,bus_fx,grp_foley,snp_foley,,60,0,60,63,0,5000,5000,allon,default,allon,default,2,8,oldest,oldest,-80,70,70,70,0,1,2d,front,nonlooping,,1,0,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_step_prone_plr_wood,raw\sound\fly\footsteps\prone\drag\drag_02.LN65.pc.snd.wav,,loaded,bus_fx,grp_foley,snp_foley,,60,0,60,63,0,5000,5000,allon,default,allon,default,2,8,oldest,oldest,-80,70,70,70,0,1,2d,front,nonlooping,,1,0,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_step_run_plr_asphalt,raw\sound\fly\footsteps\run\concrete\concrete_run_00.LN65.pc.snd.wav,fly_step_run_plr_asphalt_swt,loaded,bus_fx,grp_foley,snp_foley,,40,0,62,65,0,5000,5000,allon,default,allon,default,2,8,oldest,oldest,-170,170,70,70,0,1,2d,front,nonlooping,,1,10,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_step_run_plr_asphalt,raw\sound\fly\footsteps\run\concrete\concrete_run_01.LN65.pc.snd.wav,fly_step_run_plr_asphalt_swt,loaded,bus_fx,grp_foley,snp_foley,,40,0,62,65,0,5000,5000,allon,default,allon,default,2,8,oldest,oldest,-170,170,70,70,0,1,2d,front,nonlooping,,1,10,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_step_run_plr_asphalt,raw\sound\fly\footsteps\run\concrete\concrete_run_02.LN65.pc.snd.wav,fly_step_run_plr_asphalt_swt,loaded,bus_fx,grp_foley,snp_foley,,40,0,62,65,0,5000,5000,allon,default,allon,default,2,8,oldest,oldest,-170,170,70,70,0,1,2d,front,nonlooping,,1,10,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_step_run_plr_asphalt,raw\sound\fly\footsteps\run\concrete\concrete_run_03.LN65.pc.snd.wav,fly_step_run_plr_asphalt_swt,loaded,bus_fx,grp_foley,snp_foley,,40,0,62,65,0,5000,5000,allon,default,allon,default,2,8,oldest,oldest,-170,170,70,70,0,1,2d,front,nonlooping,,1,10,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_step_run_plr_asphalt,raw\sound\fly\footsteps\run\concrete\concrete_run_04.LN65.pc.snd.wav,fly_step_run_plr_asphalt_swt,loaded,bus_fx,grp_foley,snp_foley,,40,0,62,65,0,5000,5000,allon,default,allon,default,2,8,oldest,oldest,-170,170,70,70,0,1,2d,front,nonlooping,,1,10,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_step_run_plr_asphalt,raw\sound\fly\footsteps\run\concrete\concrete_run_05.LN65.pc.snd.wav,fly_step_run_plr_asphalt_swt,loaded,bus_fx,grp_foley,snp_foley,,40,0,62,65,0,5000,5000,allon,default,allon,default,2,8,oldest,oldest,-170,170,70,70,0,1,2d,front,nonlooping,,1,10,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_step_run_plr_asphalt_swt,raw\sound\fly\footsteps\sweeteners\asphault\asphault_00.LN65.pc.snd.wav,fly_gear_run_plr,loaded,bus_fx,grp_foley,snp_foley,,40,0,62,65,0,5000,5000,allon,default,allon,default,2,8,oldest,oldest,-170,170,70,70,0,1,2d,front,nonlooping,,1,10,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_step_run_plr_asphalt_swt,raw\sound\fly\footsteps\sweeteners\asphault\asphault_01.LN65.pc.snd.wav,fly_gear_run_plr,loaded,bus_fx,grp_foley,snp_foley,,40,0,62,65,0,5000,5000,allon,default,allon,default,2,8,oldest,oldest,-170,170,70,70,0,1,2d,front,nonlooping,,1,10,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_step_run_plr_asphalt_swt,raw\sound\fly\footsteps\sweeteners\asphault\asphault_02.LN65.pc.snd.wav,fly_gear_run_plr,loaded,bus_fx,grp_foley,snp_foley,,40,0,62,65,0,5000,5000,allon,default,allon,default,2,8,oldest,oldest,-170,170,70,70,0,1,2d,front,nonlooping,,1,10,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_step_run_plr_asphalt_swt,raw\sound\fly\footsteps\sweeteners\asphault\asphault_03.LN65.pc.snd.wav,fly_gear_run_plr,loaded,bus_fx,grp_foley,snp_foley,,40,0,62,65,0,5000,5000,allon,default,allon,default,2,8,oldest,oldest,-170,170,70,70,0,1,2d,front,nonlooping,,1,10,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_step_run_plr_asphalt_swt,raw\sound\fly\footsteps\sweeteners\asphault\asphault_04.LN65.pc.snd.wav,fly_gear_run_plr,loaded,bus_fx,grp_foley,snp_foley,,40,0,62,65,0,5000,5000,allon,default,allon,default,2,8,oldest,oldest,-170,170,70,70,0,1,2d,front,nonlooping,,1,10,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_step_run_plr_bark,raw\sound\fly\footsteps\run\wood\wood_run_00.LN65.pc.snd.wav,fly_gear_run_plr,loaded,bus_fx,grp_foley,snp_foley,,40,0,62,65,0,5000,5000,allon,default,allon,default,2,8,oldest,oldest,-170,170,70,70,0,1,2d,front,nonlooping,,1,10,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_step_run_plr_bark,raw\sound\fly\footsteps\run\wood\wood_run_01.LN65.pc.snd.wav,fly_gear_run_plr,loaded,bus_fx,grp_foley,snp_foley,,40,0,62,65,0,5000,5000,allon,default,allon,default,2,8,oldest,oldest,-170,170,70,70,0,1,2d,front,nonlooping,,1,10,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_step_run_plr_bark,raw\sound\fly\footsteps\run\wood\wood_run_02.LN65.pc.snd.wav,fly_gear_run_plr,loaded,bus_fx,grp_foley,snp_foley,,40,0,62,65,0,5000,5000,allon,default,allon,default,2,8,oldest,oldest,-170,170,70,70,0,1,2d,front,nonlooping,,1,10,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_step_run_plr_bark,raw\sound\fly\footsteps\run\wood\wood_run_03.LN65.pc.snd.wav,fly_gear_run_plr,loaded,bus_fx,grp_foley,snp_foley,,40,0,62,65,0,5000,5000,allon,default,allon,default,2,8,oldest,oldest,-170,170,70,70,0,1,2d,front,nonlooping,,1,10,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_step_run_plr_bark,raw\sound\fly\footsteps\run\wood\wood_run_04.LN65.pc.snd.wav,fly_gear_run_plr,loaded,bus_fx,grp_foley,snp_foley,,40,0,62,65,0,5000,5000,allon,default,allon,default,2,8,oldest,oldest,-170,170,70,70,0,1,2d,front,nonlooping,,1,10,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_step_run_plr_bark,raw\sound\fly\footsteps\run\wood\wood_run_05.LN65.pc.snd.wav,fly_gear_run_plr,loaded,bus_fx,grp_foley,snp_foley,,40,0,62,65,0,5000,5000,allon,default,allon,default,2,8,oldest,oldest,-170,170,70,70,0,1,2d,front,nonlooping,,1,10,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_step_run_plr_brick,raw\sound\fly\footsteps\run\concrete\concrete_run_00.LN65.pc.snd.wav,fly_step_run_plr_brick_swt,loaded,bus_fx,grp_foley,snp_foley,,40,0,62,65,0,5000,5000,allon,default,allon,default,2,8,oldest,oldest,-170,170,70,70,0,1,2d,front,nonlooping,,1,10,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_step_run_plr_brick,raw\sound\fly\footsteps\run\concrete\concrete_run_01.LN65.pc.snd.wav,fly_step_run_plr_brick_swt,loaded,bus_fx,grp_foley,snp_foley,,40,0,62,65,0,5000,5000,allon,default,allon,default,2,8,oldest,oldest,-170,170,70,70,0,1,2d,front,nonlooping,,1,10,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_step_run_plr_brick,raw\sound\fly\footsteps\run\concrete\concrete_run_02.LN65.pc.snd.wav,fly_step_run_plr_brick_swt,loaded,bus_fx,grp_foley,snp_foley,,40,0,62,65,0,5000,5000,allon,default,allon,default,2,8,oldest,oldest,-170,170,70,70,0,1,2d,front,nonlooping,,1,10,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_step_run_plr_brick,raw\sound\fly\footsteps\run\concrete\concrete_run_03.LN65.pc.snd.wav,fly_step_run_plr_brick_swt,loaded,bus_fx,grp_foley,snp_foley,,40,0,62,65,0,5000,5000,allon,default,allon,default,2,8,oldest,oldest,-170,170,70,70,0,1,2d,front,nonlooping,,1,10,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
